frame,abstime,reltime,april3_microphoneBoardA_4.seq:Rectangle 1 [C]:max,april3_microphoneBoardA_4.seq:Polygon 1 [C]:max,april3_microphoneBoardA_4.seq:Rectangle 2 [C]:max,april3_microphoneBoardA_4.seq:Rectangle 3 [C]:max,april3_microphoneBoardA_4.seq:Rectangle 4 [C]:max,april3_microphoneBoardA_4.seq:Rectangle 5 [C]:mean
181,2000-02-03 07:31:35.611000,28.803000,2.667289e+01,2.712791e+01,2.741464e+01,2.691402e+01,2.575697e+01,2.516050e+01
182,2000-02-03 07:31:35.771000,28.963000,2.674663e+01,2.708784e+01,2.737468e+01,2.701433e+01,2.564869e+01,2.516346e+01
183,2000-02-03 07:31:35.931000,29.123000,2.669300e+01,2.710787e+01,2.743462e+01,2.694747e+01,2.564869e+01,2.516843e+01
184,2000-02-03 07:31:36.091000,29.283000,2.665948e+01,2.713458e+01,2.744128e+01,2.690733e+01,2.580431e+01,2.517082e+01
185,2000-02-03 07:31:36.251000,29.443000,2.669971e+01,2.705443e+01,2.742130e+01,2.692740e+01,2.575697e+01,2.517743e+01
186,2000-02-03 07:31:36.411000,29.603000,2.665948e+01,2.704107e+01,2.738800e+01,2.694747e+01,2.576373e+01,2.518049e+01
187,2000-02-03 07:31:36.571000,29.763000,2.670641e+01,2.712123e+01,2.741464e+01,2.696753e+01,2.577726e+01,2.518158e+01
188,2000-02-03 07:31:36.731000,29.923000,2.671312e+01,2.706779e+01,2.744128e+01,2.694078e+01,2.569608e+01,2.518962e+01
189,2000-02-03 07:31:36.891000,30.083000,2.672652e+01,2.713458e+01,2.743462e+01,2.694747e+01,2.572315e+01,2.519260e+01
190,2000-02-03 07:31:37.052000,30.244000,2.671312e+01,2.724136e+01,2.746790e+01,2.704107e+01,2.575697e+01,2.519851e+01
191,2000-02-03 07:31:37.212000,30.404000,2.669300e+01,2.712791e+01,2.734803e+01,2.702102e+01,2.571638e+01,2.520415e+01
192,2000-02-03 07:31:37.372000,30.564000,2.674663e+01,2.716129e+01,2.745459e+01,2.702102e+01,2.575697e+01,2.522445e+01
193,2000-02-03 07:31:37.532000,30.724000,2.675333e+01,2.715461e+01,2.746125e+01,2.700765e+01,2.569608e+01,2.523869e+01
194,2000-02-03 07:31:37.692000,30.884000,2.675333e+01,2.711455e+01,2.748121e+01,2.700765e+01,2.582459e+01,2.524513e+01
195,2000-02-03 07:31:37.852000,31.044000,2.675333e+01,2.715461e+01,2.746790e+01,2.707448e+01,2.578402e+01,2.524613e+01
196,2000-02-03 07:31:38.012000,31.204000,2.676673e+01,2.712791e+01,2.744793e+01,2.712791e+01,2.581107e+01,2.525209e+01
197,2000-02-03 07:31:38.172000,31.364000,2.682031e+01,2.718131e+01,2.743462e+01,2.708784e+01,2.581783e+01,2.525060e+01
198,2000-02-03 07:31:38.332000,31.524000,2.674663e+01,2.717464e+01,2.746125e+01,2.707448e+01,2.572991e+01,2.525665e+01
199,2000-02-03 07:31:38.492000,31.684000,2.679352e+01,2.719466e+01,2.748121e+01,2.710787e+01,2.572315e+01,2.526856e+01
200,2000-02-03 07:31:38.652000,31.844000,2.678683e+01,2.722135e+01,2.752114e+01,2.710119e+01,2.588541e+01,2.526852e+01
201,2000-02-03 07:31:38.812000,32.004000,2.677343e+01,2.724136e+01,2.751449e+01,2.706779e+01,2.587189e+01,2.526555e+01
202,2000-02-03 07:31:38.972000,32.164000,2.684710e+01,2.716129e+01,2.747456e+01,2.706779e+01,2.593944e+01,2.526609e+01
203,2000-02-03 07:31:39.132000,32.324000,2.681362e+01,2.721468e+01,2.749452e+01,2.711455e+01,2.587189e+01,2.527410e+01
204,2000-02-03 07:31:39.292000,32.484000,2.686718e+01,2.716129e+01,2.746125e+01,2.700097e+01,2.569608e+01,2.524459e+01
205,2000-02-03 07:31:39.452000,32.644000,2.674663e+01,2.715461e+01,2.754110e+01,2.708784e+01,2.583135e+01,2.524281e+01
206,2000-02-03 07:31:39.612000,32.804000,2.678013e+01,2.717464e+01,2.748121e+01,2.702102e+01,2.582459e+01,2.524479e+01
207,2000-02-03 07:31:39.772000,32.964000,2.679352e+01,2.713458e+01,2.752779e+01,2.702102e+01,2.577726e+01,2.525207e+01
208,2000-02-03 07:31:39.932000,33.124000,2.678683e+01,2.715461e+01,2.749452e+01,2.704775e+01,2.578402e+01,2.524613e+01
209,2000-02-03 07:31:40.092000,33.284000,2.676673e+01,2.720800e+01,2.748787e+01,2.703439e+01,2.582459e+01,2.525280e+01
210,2000-02-03 07:31:40.252000,33.444000,2.678013e+01,2.718798e+01,2.748787e+01,2.704775e+01,2.575021e+01,2.525890e+01
211,2000-02-03 07:31:40.412000,33.604000,2.674663e+01,2.723469e+01,2.747456e+01,2.704107e+01,2.575697e+01,2.527726e+01
212,2000-02-03 07:31:40.572000,33.764000,2.677343e+01,2.728804e+01,2.751449e+01,2.706779e+01,2.581783e+01,2.527588e+01
213,2000-02-03 07:31:40.732000,33.924000,2.677343e+01,2.719466e+01,2.756105e+01,2.706111e+01,2.576373e+01,2.528388e+01
214,2000-02-03 07:31:40.892000,34.084000,2.676673e+01,2.723469e+01,2.755440e+01,2.706779e+01,2.583135e+01,2.529405e+01
215,2000-02-03 07:31:41.052000,34.244000,2.680692e+01,2.720800e+01,2.753444e+01,2.705443e+01,2.579755e+01,2.529279e+01
216,2000-02-03 07:31:41.212000,34.404000,2.680022e+01,2.728137e+01,2.750118e+01,2.708116e+01,2.585162e+01,2.529654e+01
217,2000-02-03 07:31:41.372000,34.564000,2.683371e+01,2.730137e+01,2.752779e+01,2.714126e+01,2.593944e+01,2.529775e+01
218,2000-02-03 07:31:41.532000,34.724000,2.681362e+01,2.733470e+01,2.747456e+01,2.708116e+01,2.591918e+01,2.530529e+01
219,2000-02-03 07:31:41.692000,34.884000,2.680692e+01,2.733470e+01,2.752779e+01,2.704775e+01,2.586514e+01,2.530903e+01
220,2000-02-03 07:31:41.852000,35.044000,2.677343e+01,2.727470e+01,2.754110e+01,2.706779e+01,2.595294e+01,2.532026e+01
221,2000-02-03 07:31:42.012000,35.204000,2.686049e+01,2.720133e+01,2.764082e+01,2.710787e+01,2.591918e+01,2.532856e+01
222,2000-02-03 07:31:42.172000,35.364000,2.685379e+01,2.726804e+01,2.760094e+01,2.711455e+01,2.597319e+01,2.533065e+01
223,2000-02-03 07:31:42.332000,35.524000,2.695416e+01,2.728804e+01,2.760094e+01,2.716796e+01,2.593944e+01,2.533234e+01
224,2000-02-03 07:31:42.492000,35.684000,2.688056e+01,2.723469e+01,2.760094e+01,2.716129e+01,2.593269e+01,2.534157e+01
225,2000-02-03 07:31:42.652000,35.844000,2.685379e+01,2.722135e+01,2.772054e+01,2.715461e+01,2.602044e+01,2.534554e+01
226,2000-02-03 07:31:42.812000,36.004000,2.683371e+01,2.728804e+01,2.770725e+01,2.715461e+01,2.592593e+01,2.534974e+01
227,2000-02-03 07:31:42.972000,36.164000,2.690733e+01,2.726804e+01,2.762088e+01,2.715461e+01,2.593269e+01,2.535346e+01
228,2000-02-03 07:31:43.132000,36.324000,2.689395e+01,2.726804e+01,2.771390e+01,2.716129e+01,2.593269e+01,2.535495e+01
229,2000-02-03 07:31:43.292000,36.484000,2.693409e+01,2.730137e+01,2.761424e+01,2.719466e+01,2.585838e+01,2.535055e+01
230,2000-02-03 07:31:43.452000,36.644000,2.688726e+01,2.732137e+01,2.766076e+01,2.720133e+01,2.589216e+01,2.535616e+01
231,2000-02-03 07:31:43.612000,36.804000,2.692740e+01,2.730804e+01,2.770061e+01,2.720133e+01,2.599344e+01,2.539221e+01
232,2000-02-03 07:31:43.772000,36.964000,2.692740e+01,2.737468e+01,2.771390e+01,2.721468e+01,2.592593e+01,2.540472e+01
233,2000-02-03 07:31:43.932000,37.124000,2.692071e+01,2.738800e+01,2.772718e+01,2.720133e+01,2.591918e+01,2.539833e+01
234,2000-02-03 07:31:44.092000,37.284000,2.692740e+01,2.731470e+01,2.770061e+01,2.721468e+01,2.591243e+01,2.539627e+01
235,2000-02-03 07:31:44.252000,37.444000,2.699428e+01,2.736135e+01,2.768069e+01,2.722802e+01,2.597994e+01,2.540561e+01
236,2000-02-03 07:31:44.412000,37.604000,2.697422e+01,2.741464e+01,2.768069e+01,2.722802e+01,2.593944e+01,2.541094e+01
237,2000-02-03 07:31:44.572000,37.764000,2.698091e+01,2.738800e+01,2.768733e+01,2.725470e+01,2.593269e+01,2.542239e+01
238,2000-02-03 07:31:44.732000,37.924000,2.697422e+01,2.734136e+01,2.768733e+01,2.726804e+01,2.591243e+01,2.543229e+01
239,2000-02-03 07:31:44.892000,38.084000,2.708784e+01,2.735469e+01,2.774046e+01,2.728804e+01,2.597994e+01,2.543683e+01
240,2000-02-03 07:31:45.052000,38.244000,2.705443e+01,2.738134e+01,2.778028e+01,2.730137e+01,2.594619e+01,2.543742e+01
241,2000-02-03 07:31:45.212000,38.404000,2.708784e+01,2.746790e+01,2.778692e+01,2.730137e+01,2.589892e+01,2.544387e+01
242,2000-02-03 07:31:45.372000,38.564000,2.712791e+01,2.738800e+01,2.779355e+01,2.732137e+01,2.590567e+01,2.544547e+01
243,2000-02-03 07:31:45.532000,38.724000,2.703439e+01,2.737468e+01,2.780683e+01,2.727470e+01,2.587865e+01,2.545175e+01
244,2000-02-03 07:31:45.692000,38.884000,2.706779e+01,2.737468e+01,2.775373e+01,2.732137e+01,2.593269e+01,2.544607e+01
245,2000-02-03 07:31:45.852000,39.044000,2.702770e+01,2.738800e+01,2.785326e+01,2.729471e+01,2.595969e+01,2.545248e+01
246,2000-02-03 07:31:46.012000,39.204000,2.703439e+01,2.742130e+01,2.774046e+01,2.735469e+01,2.602044e+01,2.544722e+01
247,2000-02-03 07:31:46.172000,39.364000,2.707448e+01,2.738134e+01,2.779355e+01,2.728137e+01,2.595969e+01,2.545439e+01
248,2000-02-03 07:31:46.332000,39.524000,2.698759e+01,2.738800e+01,2.775373e+01,2.742796e+01,2.591918e+01,2.544755e+01
249,2000-02-03 07:31:46.492000,39.684000,2.704775e+01,2.742130e+01,2.774709e+01,2.737468e+01,2.586514e+01,2.545616e+01
250,2000-02-03 07:31:46.652000,39.844000,2.702102e+01,2.740132e+01,2.787316e+01,2.735469e+01,2.596644e+01,2.546403e+01
251,2000-02-03 07:31:46.813000,40.005000,2.696753e+01,2.740132e+01,2.771390e+01,2.732137e+01,2.609463e+01,2.546413e+01
252,2000-02-03 07:31:46.973000,40.165000,2.704775e+01,2.740132e+01,2.778692e+01,2.734803e+01,2.605416e+01,2.546549e+01
253,2000-02-03 07:31:47.133000,40.325000,2.702770e+01,2.751449e+01,2.775373e+01,2.731470e+01,2.613507e+01,2.546599e+01
254,2000-02-03 07:31:47.293000,40.485000,2.701433e+01,2.742796e+01,2.776037e+01,2.730137e+01,2.604742e+01,2.546097e+01
255,2000-02-03 07:31:47.453000,40.645000,2.702102e+01,2.743462e+01,2.776701e+01,2.740798e+01,2.609463e+01,2.546225e+01
256,2000-02-03 07:31:47.613000,40.805000,2.705443e+01,2.742796e+01,2.779355e+01,2.732804e+01,2.608114e+01,2.547169e+01
257,2000-02-03 07:31:47.773000,40.965000,2.704107e+01,2.751449e+01,2.776701e+01,2.737468e+01,2.612159e+01,2.547707e+01
258,2000-02-03 07:31:47.933000,41.125000,2.700765e+01,2.751449e+01,2.780019e+01,2.736802e+01,2.600694e+01,2.547569e+01
259,2000-02-03 07:31:48.093000,41.285000,2.701433e+01,2.748787e+01,2.777365e+01,2.734136e+01,2.599344e+01,2.548325e+01
260,2000-02-03 07:31:48.253000,41.445000,2.705443e+01,2.741464e+01,2.779355e+01,2.740132e+01,2.603393e+01,2.548410e+01
261,2000-02-03 07:31:48.413000,41.605000,2.707448e+01,2.746790e+01,2.778028e+01,2.739466e+01,2.602044e+01,2.549552e+01
262,2000-02-03 07:31:48.573000,41.765000,2.708784e+01,2.750783e+01,2.780019e+01,2.742796e+01,2.609463e+01,2.549739e+01
263,2000-02-03 07:31:48.733000,41.925000,2.711455e+01,2.746125e+01,2.784663e+01,2.742130e+01,2.622939e+01,2.550239e+01
264,2000-02-03 07:31:48.893000,42.085000,2.704107e+01,2.753444e+01,2.780683e+01,2.734803e+01,2.604067e+01,2.550475e+01
265,2000-02-03 07:31:49.053000,42.245000,2.707448e+01,2.762753e+01,2.782673e+01,2.739466e+01,2.606091e+01,2.551590e+01
266,2000-02-03 07:31:49.213000,42.405000,2.711455e+01,2.750118e+01,2.794607e+01,2.740798e+01,2.603393e+01,2.553076e+01
267,2000-02-03 07:31:49.373000,42.565000,2.712123e+01,2.749452e+01,2.783336e+01,2.750783e+01,2.606091e+01,2.553619e+01
268,2000-02-03 07:31:49.533000,42.725000,2.714126e+01,2.750118e+01,2.782010e+01,2.747456e+01,2.612159e+01,2.554539e+01
269,2000-02-03 07:31:49.693000,42.885000,2.712791e+01,2.752779e+01,2.783336e+01,2.738800e+01,2.600694e+01,2.555147e+01
270,2000-02-03 07:31:49.853000,43.045000,2.713458e+01,2.752779e+01,2.792619e+01,2.739466e+01,2.608788e+01,2.554542e+01
271,2000-02-03 07:31:50.013000,43.205000,2.717464e+01,2.753444e+01,2.784000e+01,2.739466e+01,2.606091e+01,2.555943e+01
272,2000-02-03 07:31:50.173000,43.365000,2.710787e+01,2.748787e+01,2.785989e+01,2.746125e+01,2.604742e+01,2.555465e+01
273,2000-02-03 07:31:50.333000,43.525000,2.706779e+01,2.748787e+01,2.779355e+01,2.740798e+01,2.608788e+01,2.555519e+01
274,2000-02-03 07:31:50.493000,43.685000,2.705443e+01,2.751449e+01,2.777365e+01,2.746125e+01,2.611485e+01,2.554541e+01
275,2000-02-03 07:31:50.653000,43.845000,2.708116e+01,2.754110e+01,2.782673e+01,2.743462e+01,2.606091e+01,2.554293e+01
276,2000-02-03 07:31:50.813000,44.005000,2.710787e+01,2.746790e+01,2.783336e+01,2.742130e+01,2.608114e+01,2.554691e+01
277,2000-02-03 07:31:50.973000,44.165000,2.716129e+01,2.750118e+01,2.784663e+01,2.745459e+01,2.610137e+01,2.554952e+01
278,2000-02-03 07:31:51.133000,44.325000,2.711455e+01,2.752779e+01,2.787316e+01,2.744128e+01,2.612833e+01,2.555262e+01
279,2000-02-03 07:31:51.293000,44.485000,2.711455e+01,2.751449e+01,2.787316e+01,2.744128e+01,2.605416e+01,2.555740e+01
280,2000-02-03 07:31:51.453000,44.645000,2.713458e+01,2.748787e+01,2.784000e+01,2.752779e+01,2.601369e+01,2.555692e+01
281,2000-02-03 07:31:51.613000,44.805000,2.715461e+01,2.750118e+01,2.780019e+01,2.748121e+01,2.609463e+01,2.556083e+01
282,2000-02-03 07:31:51.773000,44.965000,2.718131e+01,2.751449e+01,2.777365e+01,2.745459e+01,2.602718e+01,2.556516e+01
283,2000-02-03 07:31:51.933000,45.125000,2.717464e+01,2.762088e+01,2.779355e+01,2.744128e+01,2.606091e+01,2.556816e+01
284,2000-02-03 07:31:52.093000,45.285000,2.710787e+01,2.755440e+01,2.784000e+01,2.746790e+01,2.606765e+01,2.557139e+01
285,2000-02-03 07:31:52.253000,45.445000,2.717464e+01,2.754110e+01,2.787979e+01,2.754110e+01,2.602044e+01,2.557570e+01
286,2000-02-03 07:31:52.413000,45.605000,2.720800e+01,2.751449e+01,2.780019e+01,2.747456e+01,2.610811e+01,2.557462e+01
287,2000-02-03 07:31:52.573000,45.765000,2.711455e+01,2.750783e+01,2.784663e+01,2.744128e+01,2.613507e+01,2.556386e+01
288,2000-02-03 07:31:52.733000,45.925000,2.722802e+01,2.759429e+01,2.784000e+01,2.739466e+01,2.613507e+01,2.556682e+01
289,2000-02-03 07:31:52.893000,46.085000,2.714794e+01,2.755440e+01,2.791956e+01,2.743462e+01,2.608788e+01,2.557682e+01
290,2000-02-03 07:31:53.053000,46.245000,2.716796e+01,2.757435e+01,2.791956e+01,2.746790e+01,2.603393e+01,2.557742e+01
291,2000-02-03 07:31:53.213000,46.405000,2.718131e+01,2.756105e+01,2.786653e+01,2.750783e+01,2.602044e+01,2.557736e+01
292,2000-02-03 07:31:53.373000,46.565000,2.713458e+01,2.756770e+01,2.794607e+01,2.752114e+01,2.610137e+01,2.557845e+01
293,2000-02-03 07:31:53.533000,46.725000,2.712123e+01,2.764082e+01,2.791294e+01,2.747456e+01,2.602718e+01,2.558543e+01
294,2000-02-03 07:31:53.693000,46.885000,2.716796e+01,2.758765e+01,2.795932e+01,2.752779e+01,2.610137e+01,2.558872e+01
295,2000-02-03 07:31:53.853000,47.045000,2.713458e+01,2.768069e+01,2.786653e+01,2.753444e+01,2.602044e+01,2.558904e+01
296,2000-02-03 07:31:54.013000,47.205000,2.714794e+01,2.761424e+01,2.787979e+01,2.747456e+01,2.613507e+01,2.558867e+01
297,2000-02-03 07:31:54.173000,47.365000,2.716129e+01,2.764082e+01,2.788642e+01,2.757435e+01,2.613507e+01,2.559208e+01
298,2000-02-03 07:31:54.333000,47.525000,2.715461e+01,2.760094e+01,2.797920e+01,2.750118e+01,2.616877e+01,2.558945e+01
299,2000-02-03 07:31:54.493000,47.685000,2.718798e+01,2.755440e+01,2.782010e+01,2.750118e+01,2.600694e+01,2.559523e+01
300,2000-02-03 07:31:54.653000,47.845000,2.715461e+01,2.761424e+01,2.785989e+01,2.744128e+01,2.610137e+01,2.559699e+01
301,2000-02-03 07:31:54.813000,48.005000,2.723469e+01,2.762088e+01,2.795270e+01,2.750118e+01,2.614181e+01,2.560430e+01
302,2000-02-03 07:31:54.973000,48.165000,2.718798e+01,2.767404e+01,2.793282e+01,2.753444e+01,2.616877e+01,2.559883e+01
303,2000-02-03 07:31:55.133000,48.325000,2.712791e+01,2.761424e+01,2.791294e+01,2.750783e+01,2.611485e+01,2.561290e+01
304,2000-02-03 07:31:55.293000,48.485000,2.719466e+01,2.764082e+01,2.795932e+01,2.748787e+01,2.612159e+01,2.562477e+01
305,2000-02-03 07:31:55.453000,48.645000,2.720133e+01,2.777365e+01,2.786653e+01,2.747456e+01,2.608788e+01,2.562752e+01
306,2000-02-03 07:31:55.613000,48.805000,2.720800e+01,2.772718e+01,2.794607e+01,2.752779e+01,2.610137e+01,2.562204e+01
307,2000-02-03 07:31:55.773000,48.965000,2.726804e+01,2.767404e+01,2.793945e+01,2.751449e+01,2.609463e+01,2.562499e+01
308,2000-02-03 07:31:55.933000,49.125000,2.724136e+01,2.772054e+01,2.793282e+01,2.752779e+01,2.617550e+01,2.563524e+01
309,2000-02-03 07:31:56.093000,49.285000,2.719466e+01,2.768069e+01,2.789305e+01,2.751449e+01,2.616877e+01,2.563651e+01
310,2000-02-03 07:31:56.253000,49.445000,2.718798e+01,2.766076e+01,2.800569e+01,2.756770e+01,2.612833e+01,2.563676e+01
311,2000-02-03 07:31:56.414000,49.606000,2.722135e+01,2.767404e+01,2.793282e+01,2.757435e+01,2.613507e+01,2.563694e+01
312,2000-02-03 07:31:56.574000,49.766000,2.731470e+01,2.776701e+01,2.793945e+01,2.760094e+01,2.612833e+01,2.563965e+01
313,2000-02-03 07:31:56.734000,49.926000,2.728137e+01,2.778028e+01,2.793282e+01,2.754775e+01,2.614855e+01,2.564214e+01
314,2000-02-03 07:31:56.894000,50.086000,2.722135e+01,2.766740e+01,2.795932e+01,2.754775e+01,2.614855e+01,2.564018e+01
315,2000-02-03 07:31:57.054000,50.246000,2.723469e+01,2.772054e+01,2.798582e+01,2.752779e+01,2.610811e+01,2.564167e+01
316,2000-02-03 07:31:57.214000,50.406000,2.721468e+01,2.766076e+01,2.795270e+01,2.750783e+01,2.615529e+01,2.565922e+01
317,2000-02-03 07:31:57.374000,50.566000,2.724136e+01,2.775373e+01,2.797920e+01,2.752779e+01,2.608788e+01,2.565802e+01
318,2000-02-03 07:31:57.534000,50.726000,2.722802e+01,2.770061e+01,2.797257e+01,2.764747e+01,2.620918e+01,2.566499e+01
319,2000-02-03 07:31:57.694000,50.886000,2.719466e+01,2.770725e+01,2.793945e+01,2.767404e+01,2.628324e+01,2.567134e+01
320,2000-02-03 07:31:57.854000,51.046000,2.722802e+01,2.771390e+01,2.792619e+01,2.759429e+01,2.626978e+01,2.567530e+01
321,2000-02-03 07:31:58.014000,51.206000,2.725470e+01,2.769397e+01,2.795270e+01,2.762088e+01,2.620245e+01,2.567886e+01
322,2000-02-03 07:31:58.174000,51.366000,2.727470e+01,2.772718e+01,2.797920e+01,2.759429e+01,2.630343e+01,2.568092e+01
323,2000-02-03 07:31:58.334000,51.526000,2.724803e+01,2.768069e+01,2.793282e+01,2.766076e+01,2.621592e+01,2.568175e+01
324,2000-02-03 07:31:58.494000,51.686000,2.728804e+01,2.772718e+01,2.794607e+01,2.759429e+01,2.613507e+01,2.568694e+01
325,2000-02-03 07:31:58.654000,51.846000,2.727470e+01,2.782673e+01,2.796595e+01,2.760094e+01,2.611485e+01,2.568749e+01
326,2000-02-03 07:31:58.814000,52.006000,2.732804e+01,2.772718e+01,2.802556e+01,2.758765e+01,2.619571e+01,2.568750e+01
327,2000-02-03 07:31:58.974000,52.166000,2.726137e+01,2.766740e+01,2.801894e+01,2.753444e+01,2.621592e+01,2.569259e+01
328,2000-02-03 07:31:59.134000,52.326000,2.725470e+01,2.768733e+01,2.796595e+01,2.761424e+01,2.618898e+01,2.569242e+01
329,2000-02-03 07:31:59.294000,52.486000,2.727470e+01,2.772054e+01,2.794607e+01,2.760094e+01,2.617550e+01,2.569345e+01
330,2000-02-03 07:31:59.454000,52.646000,2.726804e+01,2.776037e+01,2.795932e+01,2.756770e+01,2.620918e+01,2.569567e+01
331,2000-02-03 07:31:59.614000,52.806000,2.726137e+01,2.770061e+01,2.798582e+01,2.758765e+01,2.624285e+01,2.569638e+01
332,2000-02-03 07:31:59.774000,52.966000,2.724136e+01,2.764082e+01,2.802556e+01,2.758100e+01,2.631689e+01,2.568736e+01
333,2000-02-03 07:31:59.934000,53.126000,2.731470e+01,2.771390e+01,2.793945e+01,2.764082e+01,2.618224e+01,2.568771e+01
334,2000-02-03 07:32:00.094000,53.286000,2.730137e+01,2.770061e+01,2.795932e+01,2.756105e+01,2.612159e+01,2.569076e+01
335,2000-02-03 07:32:00.254000,53.446000,2.734136e+01,2.770061e+01,2.799907e+01,2.764082e+01,2.610811e+01,2.568758e+01
336,2000-02-03 07:32:00.414000,53.606000,2.724803e+01,2.766740e+01,2.794607e+01,2.763418e+01,2.612159e+01,2.569815e+01
337,2000-02-03 07:32:00.574000,53.766000,2.732804e+01,2.770725e+01,2.790631e+01,2.754775e+01,2.623612e+01,2.567897e+01
338,2000-02-03 07:32:00.734000,53.926000,2.730137e+01,2.775373e+01,2.798582e+01,2.758100e+01,2.623612e+01,2.567464e+01
339,2000-02-03 07:32:00.894000,54.086000,2.725470e+01,2.772718e+01,2.803218e+01,2.759429e+01,2.621592e+01,2.567968e+01
340,2000-02-03 07:32:01.054000,54.246000,2.734136e+01,2.778028e+01,2.799907e+01,2.757435e+01,2.616877e+01,2.569067e+01
341,2000-02-03 07:32:01.214000,54.406000,2.732137e+01,2.777365e+01,2.798582e+01,2.757435e+01,2.615529e+01,2.568743e+01
342,2000-02-03 07:32:01.374000,54.566000,2.731470e+01,2.770725e+01,2.802556e+01,2.764082e+01,2.620245e+01,2.569592e+01
343,2000-02-03 07:32:01.534000,54.726000,2.734136e+01,2.772718e+01,2.797920e+01,2.759429e+01,2.614181e+01,2.569390e+01
344,2000-02-03 07:32:01.694000,54.886000,2.726804e+01,2.768733e+01,2.805866e+01,2.761424e+01,2.627651e+01,2.568988e+01
345,2000-02-03 07:32:01.854000,55.046000,2.722135e+01,2.780019e+01,2.807852e+01,2.760759e+01,2.627651e+01,2.568905e+01
346,2000-02-03 07:32:02.014000,55.206000,2.728804e+01,2.775373e+01,2.806528e+01,2.762753e+01,2.615529e+01,2.568764e+01
347,2000-02-03 07:32:02.174000,55.366000,2.726804e+01,2.779355e+01,2.798582e+01,2.758765e+01,2.615529e+01,2.569053e+01
348,2000-02-03 07:32:02.334000,55.526000,2.732804e+01,2.770725e+01,2.803218e+01,2.760759e+01,2.617550e+01,2.569565e+01
349,2000-02-03 07:32:02.494000,55.686000,2.730137e+01,2.772054e+01,2.799907e+01,2.762088e+01,2.625632e+01,2.570079e+01
350,2000-02-03 07:32:02.654000,55.846000,2.725470e+01,2.772718e+01,2.801232e+01,2.764082e+01,2.619571e+01,2.569858e+01
351,2000-02-03 07:32:02.814000,56.006000,2.732137e+01,2.777365e+01,2.801894e+01,2.760759e+01,2.616877e+01,2.570343e+01
352,2000-02-03 07:32:02.974000,56.166000,2.736802e+01,2.776701e+01,2.808514e+01,2.768069e+01,2.628324e+01,2.571058e+01
353,2000-02-03 07:32:03.134000,56.326000,2.737468e+01,2.779355e+01,2.809176e+01,2.760094e+01,2.636398e+01,2.571668e+01
354,2000-02-03 07:32:03.294000,56.486000,2.732137e+01,2.785326e+01,2.805204e+01,2.763418e+01,2.628324e+01,2.571567e+01
355,2000-02-03 07:32:03.454000,56.646000,2.730804e+01,2.777365e+01,2.801232e+01,2.763418e+01,2.626305e+01,2.571634e+01
356,2000-02-03 07:32:03.614000,56.806000,2.730137e+01,2.782673e+01,2.808514e+01,2.767404e+01,2.625632e+01,2.572619e+01
357,2000-02-03 07:32:03.774000,56.966000,2.743462e+01,2.774046e+01,2.805866e+01,2.762088e+01,2.622939e+01,2.573275e+01
358,2000-02-03 07:32:03.934000,57.126000,2.738800e+01,2.774046e+01,2.805866e+01,2.762088e+01,2.625632e+01,2.573237e+01
359,2000-02-03 07:32:04.094000,57.286000,2.740798e+01,2.776037e+01,2.805866e+01,2.767404e+01,2.638415e+01,2.573835e+01
360,2000-02-03 07:32:04.254000,57.446000,2.740132e+01,2.773382e+01,2.801232e+01,2.768069e+01,2.631689e+01,2.573288e+01
361,2000-02-03 07:32:04.414000,57.606000,2.749452e+01,2.790631e+01,2.800569e+01,2.762753e+01,2.631016e+01,2.573032e+01
362,2000-02-03 07:32:04.574000,57.766000,2.736135e+01,2.782010e+01,2.807190e+01,2.767404e+01,2.621592e+01,2.573985e+01
363,2000-02-03 07:32:04.734000,57.926000,2.733470e+01,2.778028e+01,2.805204e+01,2.764747e+01,2.631689e+01,2.573924e+01
364,2000-02-03 07:32:04.894000,58.086000,2.738134e+01,2.774046e+01,2.804542e+01,2.768733e+01,2.623612e+01,2.573380e+01
365,2000-02-03 07:32:05.054000,58.246000,2.740132e+01,2.786653e+01,2.799245e+01,2.768069e+01,2.643121e+01,2.572486e+01
366,2000-02-03 07:32:05.214000,58.406000,2.743462e+01,2.793282e+01,2.810499e+01,2.772718e+01,2.633035e+01,2.574372e+01
367,2000-02-03 07:32:05.374000,58.566000,2.740798e+01,2.783336e+01,2.801232e+01,2.779355e+01,2.640432e+01,2.575151e+01
368,2000-02-03 07:32:05.534000,58.726000,2.737468e+01,2.777365e+01,2.808514e+01,2.771390e+01,2.634380e+01,2.575438e+01
369,2000-02-03 07:32:05.694000,58.886000,2.744793e+01,2.787316e+01,2.804542e+01,2.770061e+01,2.624959e+01,2.575223e+01
370,2000-02-03 07:32:05.854000,59.046000,2.738800e+01,2.776037e+01,2.806528e+01,2.770061e+01,2.625632e+01,2.575254e+01
371,2000-02-03 07:32:06.015000,59.207000,2.738134e+01,2.778028e+01,2.809176e+01,2.768733e+01,2.633035e+01,2.575831e+01
372,2000-02-03 07:32:06.175000,59.367000,2.741464e+01,2.782010e+01,2.807190e+01,2.770725e+01,2.636398e+01,2.575663e+01
373,2000-02-03 07:32:06.335000,59.527000,2.728137e+01,2.776701e+01,2.797920e+01,2.764747e+01,2.616203e+01,2.569490e+01
374,2000-02-03 07:32:06.495000,59.687000,2.733470e+01,2.772718e+01,2.804542e+01,2.760759e+01,2.621592e+01,2.568962e+01
